Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.07     0.00        4     0.00     0.00  Xpetra::TpetraMap<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::lib() const
  0.00      0.07     0.00        4     0.00     0.00  int const& Teuchos::ParameterList::get<int>(std::string const&) const
  0.00      0.07     0.00        4     0.00     0.00  Teuchos::MpiComm<int>::reduceAll(Teuchos::ValueTypeReductionOp<int, char> const&, int, char const*, char*) const
  0.00      0.07     0.00        4     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_append(unsigned long)
  0.00      0.07     0.00        4     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > std::_Rb_tree<std::string const, std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> >, std::_Select1st<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > >, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&)
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::RCPNodeTmpl<Teuchos::basic_oblackholestream<char, std::char_traits<char> >, Teuchos::DeallocDelete<Teuchos::basic_oblackholestream<char, std::char_traits<char> > > >::delete_obj()
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::RCPNodeTmpl<Teuchos::basic_oblackholestream<char, std::char_traits<char> >, Teuchos::DeallocDelete<Teuchos::basic_oblackholestream<char, std::char_traits<char> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::ParameterList& Teuchos::ParameterList::set<std::string>(std::string const&, std::string const&, std::string const&, Teuchos::RCP<Teuchos::ParameterEntryValidator const> const&)
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::getFancyOStream(Teuchos::RCP<std::ostream> const&)
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::basic_oblackholestream<char, std::char_traits<char> >::~basic_oblackholestream()
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::any::holder<Belos::OutputType>::~holder()
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::StringIndexedOrderedValueObjectContainerBase::KeyObjectPair<Teuchos::ParameterEntry>::~KeyObjectPair()
  0.00      0.07     0.00        3     0.00     0.00  void MueLu::HierarchyManager<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::WriteData<Xpetra::Matrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >(MueLu::Hierarchy<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >&, Teuchos::Array<int> const&, std::string const&) const
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::any::holder<Belos::OutputType>::type() const
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::any::holder<Teuchos::RCP<std::ostream> >::clone() const
  0.00      0.07     0.00        3     0.00     0.00  Teuchos::any::holder<double>::print(std::ostream&) const
  0.00      0.07     0.00        3     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&)
  0.00      0.07     0.00        3     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      0.07     0.00        3     0.00     0.00  std::_Rb_tree<std::string const, std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> >, std::_Select1st<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > >, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > >*)
  0.00      0.07     0.00        2     0.00     0.00  (anonymous namespace)::convertRCPNodeToString(Teuchos::RCPNode const*)
  0.00      0.07     0.00        2     0.00     0.00  Belos::MultiVecTraits<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >::CloneViewNonConst(Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>&, std::vector<int, std::allocator<int> > const&)
  0.00      0.07     0.00        2     0.00     0.00  Belos::MultiVecTraits<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >::Assign(Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> const&, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>&)
  0.00      0.07     0.00        2     0.00     0.00  Xpetra::Matrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::CreateView(std::string, Teuchos::RCP<Xpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > const> const&, Teuchos::RCP<Xpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > const> const&)
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Xpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > const, Teuchos::DeallocNull<Xpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > const> >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Teuchos::Comm<int> const, Teuchos::DeallocDelete<Teuchos::Comm<int> const> >::delete_obj()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Teuchos::Comm<int> const, Teuchos::DeallocDelete<Teuchos::Comm<int> const> >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::OutputManager<double>, Teuchos::DeallocDelete<Belos::OutputManager<double> > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::BiCGStabSolMgr<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::BiCGStabSolMgr<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::StatusTestMaxIters<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::StatusTestMaxIters<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::StatusTestGenResNorm<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::StatusTestGenResNorm<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Belos::StatusTestResNormOutput<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >, Teuchos::DeallocDelete<Belos::StatusTestResNormOutput<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<MueLu::FactoryManager<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<MueLu::FactoryManager<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<MueLu::ParameterListInterpreter<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<MueLu::ParameterListInterpreter<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Tpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Tpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::delete_obj()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Tpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Tpetra::Map<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::delete_obj()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Xpetra::TpetraCrsMatrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Xpetra::TpetraCrsMatrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<Xpetra::TpetraMultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >, Teuchos::DeallocDelete<Xpetra::TpetraMultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::RCPNodeTmpl<std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >, Teuchos::DeallocDelete<std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > > >::~RCPNodeTmpl()
  0.00      0.07     0.00        2     0.00     0.00  std::string& Teuchos::ParameterList::get<std::string>(std::string const&)
  0.00      0.07     0.00        2     0.00     0.00  int& Teuchos::ParameterList::get<int>(std::string const&, int)
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::PerformanceMonitorBase<Teuchos::Time>::counters()
  0.00      0.07     0.00        2     0.00     0.00  void MueLu::HierarchyManager<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::WriteData<Xpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >(MueLu::Hierarchy<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >&, Teuchos::Array<int> const&, std::string const&) const
  0.00      0.07     0.00        2     0.00     0.00  Xpetra::TpetraCrsMatrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::isFillComplete() const
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::any::holder<Belos::OutputType>::clone() const
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::MpiComm<int>::waitAll(Teuchos::ArrayView<Teuchos::RCP<Teuchos::CommRequest<int> > > const&, Teuchos::ArrayView<Teuchos::RCP<Teuchos::CommStatus<int> > > const&) const
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::MpiComm<int>::broadcast(int, int, char*) const
  0.00      0.07     0.00        2     0.00     0.00  Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >* std::__uninitialized_copy<false>::__uninit_copy<Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*, Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*>(Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*, Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*, Teuchos::Array<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*)
  0.00      0.07     0.00        2     0.00     0.00  void std::vector<Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >, std::allocator<Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > > >::_M_emplace_back_aux<Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&>(Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&)
  0.00      0.07     0.00        2     0.00     0.00  std::vector<Teuchos::RCP<Teuchos::CommRequest<int> >, std::allocator<Teuchos::RCP<Teuchos::CommRequest<int> > > >::~vector()
  0.00      0.07     0.00        2     0.00     0.00  void std::vector<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >, std::allocator<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > > >::_M_emplace_back_aux<Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&>(Teuchos::HashPair<std::string, Teuchos::RCP<Xpetra::MatrixView<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&)
  0.00      0.07     0.00        2     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::reserve(unsigned long)
  0.00      0.07     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::string const, std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> >, std::_Select1st<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > >, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > >::_M_get_insert_unique_pos(std::string const&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<MueLu::FactoryBase const*, std::pair<MueLu::FactoryBase const* const, std::map<std::string const, Teuchos::RCP<MueLu::VariableContainer>, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > > >, std::_Select1st<std::pair<MueLu::FactoryBase const* const, std::map<std::string const, Teuchos::RCP<MueLu::VariableContainer>, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > > > >, std::less<MueLu::FactoryBase const*>, std::allocator<std::pair<MueLu::FactoryBase const* const, std::map<std::string const, Teuchos::RCP<MueLu::VariableContainer>, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<MueLu::FactoryBase const* const, std::map<std::string const, Teuchos::RCP<MueLu::VariableContainer>, std::less<std::string const>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::VariableContainer> > > > > >, MueLu::FactoryBase const* const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::initializeBiCGStab(Belos::BiCGStabIterationState<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::iterate()
  0.00      0.07     0.00        1     0.00     0.00  Belos::LinearProblem<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::setLSIndex(std::vector<int, std::allocator<int> > const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::LinearProblem<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::setCurrLS()
  0.00      0.07     0.00        1     0.00     0.00  Belos::OutputManager<double>::OutputManager(int, Teuchos::RCP<std::ostream> const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::BiCGStabSolMgr<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::setParameters(Teuchos::RCP<Teuchos::ParameterList> const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::reset()
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::isSafe(Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::StatusTestCombo(Belos::StatusTestCombo<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::ComboType, Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&, Teuchos::RCP<Belos::StatusTest<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > const&)
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestMaxIters<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::reset()
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestGenResNorm<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::defineScaleForm(Belos::ScaleType, Belos::NormType, double)
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestGenResNorm<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::firstCallCheckStatusSetup(Belos::Iteration<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >*)
  0.00      0.07     0.00        1     0.00     0.00  Belos::StatusTestGenResNorm<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::reset()
