Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 49f6ea) [18515]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 49f70e) [18518]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 49f72f) [18521]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 49f74e) [20361]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 49f8dd) [18525]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a1d8c) [18582]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a20fb) [18596]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a211f) [18599]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a212b) [18600]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a214f) [18603]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a217f) [18608]
                0.00    0.00       1/35029       RCPNodeHandle (Teuchos_RCPNode.hpp:711 @ 4d4cd7) [5885]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4d4d7b) [20560]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 4d8eeb) [14583]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4d8ef1) [20593]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 4d938d) [14592]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4d93de) [20604]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4da676) [20611]
                0.00    0.00       1/35029       Teuchos::RCPNode::incr_count(Teuchos::ERCPStrength) (Teuchos_RCPNode.hpp:176 @ 4da69f) [56614]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4da6fd) [20614]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4db2aa) [20631]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4db2db) [20632]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dba2b) [20642]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dbce0) [20646]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dbd90) [20647]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dbe40) [20648]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dbef0) [20649]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dbfa0) [20650]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dc050) [20651]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dc100) [20652]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dc1b0) [20653]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dc260) [20654]
                0.00    0.00       1/35029       std::string::_Rep::_M_dispose(std::allocator<char> const&) (basic_string.h:240 @ 4dc308) [91352]
                0.00    0.00       1/35029       std::string::_Rep::_M_dispose(std::allocator<char> const&) (basic_string.h:240 @ 4dc39d) [91354]
                0.00    0.00       1/35029       swap<Teuchos::RCPNode*> (move.h:177 @ 4dc410) [15657]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4e2278) [20814]
                0.00    0.00       1/35029       Teuchos::ParameterList& Teuchos::ParameterList::set<Belos::OutputType>(std::string const&, Belos::OutputType const&, std::string const&, Teuchos::RCP<Teuchos::ParameterEntryValidator const> const&) (Teuchos_ParameterList.hpp:856 @ 4e22c4) [47678]
                0.00    0.00       1/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4e267f) [18627]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ec58d) [20935]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ee9bc) [20944]
                0.00    0.00       1/35029       ~_Rb_tree (stl_tree.h:715 @ 4eeecf) [23272]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4f16cc) [20957]
                0.00    0.00       1/35029       RCP_createNewRCPNodeRawPtr<Belos::StatusTestResNormOutput<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial>, false>, Tpetra::Operator<> > > (Teuchos_RCP.hpp:93 @ 4fd3c0) [9821]
                0.00    0.00       1/35029       std::string::_Rep::_M_dispose(std::allocator<char> const&) (basic_string.h:240 @ 4fde88) [92484]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4fe280) [21140]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4fe41b) [21141]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4fe450) [21143]
                0.00    0.00       1/35029       std::string::_Rep::_M_dispose(std::allocator<char> const&) (basic_string.h:240 @ 4fe5fb) [92506]
                0.00    0.00       1/35029       Belos::BiCGStabSolMgr<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::setParameters(Teuchos::RCP<Teuchos::ParameterList> const&) (BelosBiCGStabSolMgr.hpp:591 @ 4fea2e) [30381]
                0.00    0.00       1/35029       RCPNodeHandle (Teuchos_RCPNode.hpp:758 @ 4ff642) [6714]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ff76e) [21168]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ff82d) [21170]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ffa9c) [21172]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ffcde) [21173]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 50c725) [21358]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 50ca5b) [14872]
                0.00    0.00       1/35029       std::string::_Rep::_M_dispose(std::allocator<char> const&) (basic_string.h:240 @ 50cadc) [92847]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 50cae5) [21363]
                0.00    0.00       1/35029       RCP<Xpetra::CrsMatrixWrap<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial> > > (Teuchos_RCP.hpp:289 @ 50cb6f) [4372]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 51a33c) [21549]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 51b688) [21556]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 51e9ca) [14926]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 51e9fe) [14930]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 52454d) [14933]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 52457a) [14936]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 524ce9) [21682]
                0.00    0.00       1/35029       Teuchos::RCPNodeHandle::unbind() (Teuchos_RCPNode.hpp:965 @ 524d6d) [51560]
                0.00    0.00       1/35029       ~ParameterListInterpreter (MueLu_ParameterListInterpreter_decl.hpp:152 @ 533312) [18049]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 533350) [21900]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 53be9e) [15192]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:176 @ 53becb) [15195]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 53c1ab) [22020]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 53c344) [22022]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 53c42f) [22023]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 53e1dc) [22044]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 53e32d) [22046]
                0.00    0.00       1/35029       Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::initializeBiCGStab(Belos::BiCGStabIterationState<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >&) (BelosBiCGStabIter.hpp:347 @ 53e3c0) [29338]
                0.00    0.00       1/35029       Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::initializeBiCGStab(Belos::BiCGStabIterationState<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >&) (BelosBiCGStabIter.hpp:348 @ 53e46c) [29340]
                0.00    0.00       1/35029       Teuchos::RCPNodeHandle::unbind() (Teuchos_RCPNode.hpp:959 @ 53e4ff) [51822]
                0.00    0.00       1/35029       Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::initializeBiCGStab(Belos::BiCGStabIterationState<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >&) (BelosBiCGStabIter.hpp:386 @ 53e92c) [29373]
                0.00    0.00       1/35029       Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::iterate() (BelosBiCGStabIter.hpp:478 @ 5411ba) [29413]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54120b) [22092]
                0.00    0.00       1/35029       Belos::BiCGStabIter<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::iterate() (BelosBiCGStabIter.hpp:480 @ 541226) [29416]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 5412a7) [22094]
                0.00    0.00       1/35029       Belos::MultiVecTraits<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> >::GetNumberVecs(Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false> const&) (BelosTpetraAdapter.hpp:351 @ 543519) [31114]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 5438f0) [22115]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 543bda) [22117]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 543d2d) [22119]
                0.00    0.00       1/35029       Belos::BiCGStabSolMgr<double, Tpetra::MultiVector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>, Tpetra::Operator<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > >::solve() (BelosBiCGStabSolMgr.hpp:868 @ 544d8e) [30576]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54e10f) [22276]
                0.00    0.00       1/35029       Teuchos::RCP<Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > KokkosClassic::Details::getNode<Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >(Teuchos::RCP<Teuchos::ParameterList> const&) (Kokkos_DefaultNode.hpp:80 @ 54e120) [27366]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 54e3df) [15292]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54e4ff) [22281]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54e79e) [22282]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54e7fe) [22283]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54e816) [22284]
                0.00    0.00       1/35029       getDefault<int> (MueLu_MasterList.hpp:82 @ 54eacf) [12030]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 54f6df) [15301]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54f6e5) [22304]
                0.00    0.00       1/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 573e3d) [22913]
                0.00    0.00       1/35029       swap<Teuchos::ERCPStrength> (move.h:177 @ 574e0b) [15426]
                0.00    0.00       1/35029       MueLu::FactoryFactory<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::BuildFactory(Teuchos::ParameterEntry const&, std::map<std::string, Teuchos::RCP<MueLu::FactoryBase const>, std::less<std::string>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::FactoryBase const> > > > const&, std::map<std::string, Teuchos::RCP<MueLu::FactoryManagerBase>, std::less<std::string>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::FactoryManagerBase> > > > const&) const [68729]
                0.00    0.00       1/35029       MueLu::MutuallyExclusiveTimeMonitor<MueLu::FactoryBase>::MutuallyExclusiveTimeMonitor(MueLu::BaseClass const&, std::string const&, MueLu::MsgType) [36345]
                0.00    0.00       1/35029       MueLu::PrintMonitor::PrintMonitor(MueLu::BaseClass const&, std::string const&, MueLu::MsgType) [35068]
                0.00    0.00       1/35029       MueLu::RAPFactory<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::RAPFactory() [34987]
                0.00    0.00       1/35029       MueLu::TopRAPFactory<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::TopRAPFactory(Teuchos::RCP<MueLu::FactoryManagerBase const>, Teuchos::RCP<MueLu::FactoryManagerBase const>) [35084]
                0.00    0.00       1/35029       MueLu::IfpackSmoother<Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::Copy() const [68841]
                0.00    0.00       1/35029       MueLu::Ifpack2Smoother<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::Copy() const [68893]
                0.00    0.00       1/35029       Tpetra::Vector<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>::~Vector() [40069]
                0.00    0.00       1/35029       Tpetra::CrsMatrix<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace>, false>::globalAssemble() [40601]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::EnhancedNumberValidator<long long>, long long>::getXMLTypeName() const [79403]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::EnhancedNumberValidator<long long>, long long>::getXMLTypeName() const [79066]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::EnhancedNumberValidator<float>, float>::getXMLTypeName() const [79397]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::EnhancedNumberValidator<float>, float>::getXMLTypeName() const [79060]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::EnhancedNumberValidator<double>, double>::getXMLTypeName() const [79394]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::EnhancedNumberValidator<double>, double>::getXMLTypeName() const [79057]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::EnhancedNumberValidator<int>, int>::getXMLTypeName() const [79400]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::EnhancedNumberValidator<int>, int>::getXMLTypeName() const [79063]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::FileNameValidator, std::string>::getXMLTypeName() const [79054]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::FileNameValidator, std::string>::getXMLTypeName() const [79391]
                0.00    0.00       1/35029       Teuchos::ArrayValidator<Teuchos::StringValidator, std::string>::getXMLTypeName() const [79051]
                0.00    0.00       1/35029       Teuchos::TwoDArrayValidator<Teuchos::StringValidator, std::string>::getXMLTypeName() const [79388]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<int>::validateDep() const [79593]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<float>::validateDep() const [79590]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<double>::validateDep() const [79587]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<long long>::validateDep() const [79596]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<long long, int>::~NumberArrayLengthDependency() [54852]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<double>::~NumberVisualDependency() [54351]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<int, std::string>::~NumberArrayLengthDependency() [54812]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<long long, std::string>::~NumberArrayLengthDependency() [54837]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<float>::~NumberVisualDependency() [54354]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<int>::~NumberVisualDependency() [54357]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<int, long long>::~NumberArrayLengthDependency() [54832]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<long long, double>::~NumberArrayLengthDependency() [54842]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<int, int>::~NumberArrayLengthDependency() [54827]
                0.00    0.00       1/35029       Teuchos::NumberVisualDependency<long long>::~NumberVisualDependency() [54360]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<long long, long long>::~NumberArrayLengthDependency() [54857]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<long long, float>::~NumberArrayLengthDependency() [54847]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<int, double>::~NumberArrayLengthDependency() [54817]
                0.00    0.00       1/35029       Teuchos::NumberArrayLengthDependency<int, float>::~NumberArrayLengthDependency() [54822]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<int, int>::~TwoDColDependency() [53606]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<long long, long long>::~TwoDRowDependency() [53686]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<long long, double>::~TwoDColDependency() [53621]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<long long, float>::~TwoDRowDependency() [53676]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<long long, std::string>::~TwoDRowDependency() [53666]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<int, float>::~TwoDRowDependency() [53651]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<long long, int>::~TwoDRowDependency() [53681]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<long long, float>::~TwoDColDependency() [53626]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<int, float>::~TwoDColDependency() [53601]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<long long, int>::~TwoDColDependency() [53631]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<int, double>::~TwoDRowDependency() [53646]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<long long, long long>::~TwoDColDependency() [53636]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<long long, double>::~TwoDRowDependency() [53671]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<int, int>::~TwoDRowDependency() [53656]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<int, long long>::~TwoDRowDependency() [53661]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<int, long long>::~TwoDColDependency() [53611]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<int, double>::~TwoDColDependency() [53596]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<long long, std::string>::~TwoDColDependency() [53616]
                0.00    0.00       1/35029       Teuchos::TwoDRowDependency<int, std::string>::~TwoDRowDependency() [53641]
                0.00    0.00       1/35029       Teuchos::TwoDColDependency<int, std::string>::~TwoDColDependency() [53591]
                0.00    0.00       1/35029       Teuchos::RangeValidatorDependency<int>::~RangeValidatorDependency() [54706]
                0.00    0.00       1/35029       Teuchos::RangeValidatorDependency<float>::~RangeValidatorDependency() [54701]
                0.00    0.00       1/35029       Teuchos::RangeValidatorDependency<double>::~RangeValidatorDependency() [54696]
                0.00    0.00       1/35029       Teuchos::RangeValidatorDependency<long long>::~RangeValidatorDependency() [54711]
                0.00    0.00       1/35029       Teuchos::DummyObjectGetter<Teuchos::BoolVisualDependency>::getDummyObject() [52907]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 49e2ae) [20241]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 49f6fd) [20353]
                0.00    0.00       2/35029       ~RCP (Teuchos_RCP.hpp:296 @ 49f71a) [18519]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 49f73c) [20359]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 49f8ec) [20363]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4a210e) [20500]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4a213e) [20504]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4a215f) [20507]
                0.00    0.00       2/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4a216d) [18606]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4a23ac) [20512]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4d93c0) [20603]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4dc417) [20658]
                0.00    0.00       2/35029       ~RCP (Teuchos_RCP.hpp:296 @ 4eeedd) [18665]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4fed7d) [21151]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 4ff44b) [21160]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 50bf38) [21354]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 50c058) [21355]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 50cb79) [21365]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 543a99) [22116]
                0.00    0.00       2/35029       ~RCPNodeHandle (Teuchos_RCPNode.hpp:790 @ 54ecb9) [22290]
                0.00    0.00       2/35029       std::_Rb_tree<std::string, std::pair<std::string const, Teuchos::RCP<MueLu::FacadeClassBase<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > >, std::_Select1st<std::pair<std::string const, Teuchos::RCP<MueLu::FacadeClassBase<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, Teuchos::RCP<MueLu::FacadeClassBase<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, Teuchos::RCP<MueLu::FacadeClassBase<double, int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> > > > >*) [97709]
                0.00    0.00       2/35029       MueLu::Factory::SetFactory(std::string const&, Teuchos::RCP<MueLu::FactoryBase const> const&) [36630]
                0.00    0.00       2/35029       MueLu::FactoryMonitor::FactoryMonitor(MueLu::BaseClass const&, std::string const&, MueLu::Level const&, MueLu::MsgType, MueLu::MsgType) [35167]
                0.00    0.00       2/35029       Teuchos::StringToIntegralParameterEntryValidator<Ifpack2::Details::RelaxationType>::setValidValues(Teuchos::ArrayView<std::string const> const&, Teuchos::ArrayView<std::string const> const*) [55234]
                0.00    0.00       2/35029       void Teuchos::setStringToIntegralParameter<Ifpack2::Details::RelaxationType>(std::string const&, std::string const&, std::string const&, Teuchos::ArrayView<std::string const> const&, Teuchos::ArrayView<Ifpack2::Details::RelaxationType const> const&, Teuchos::ParameterList*) [54933]
                0.00    0.00       2/35029       Teuchos::RCP<Teuchos::Comm<int> const>::~RCP() [55319]
                0.00    0.00       2/35029       Tpetra::Import<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::setupSamePermuteRemote(Teuchos::Array<int>&) [40005]
                0.00    0.00       2/35029       Tpetra::Import<int, int, Kokkos::Compat::KokkosDeviceWrapperNode<Kokkos::Serial, Kokkos::HostSpace> >::setupExport(Teuchos::Array<int>&, bool, Teuchos::Array<int>&) [40003]
